BRIDGE NAME,EASTING,NORTHING,OWNER
CLYST ST. MARY FOOTBRIDGE,297520,90931,Devon County Council
ROSEMOOR GARDENS SUBWAY,249988,117847,Devon County Council
DUCKS MARSH CYCLE BRIDGE,292995,90665,Devon County Council
WORSTON FOOTBRIDGE,259392,53240,Devon County Council
WOODHAYNE FB,327038,96105,Devon County Council
ALBANY LODGE SLAB,308300,85305,Devon County Council
BOX COTTAGE ARCH,308263,85294,Devon County Council
KING'S ARMS ARCH,308124,85259,Unknown
WATERING FARM BRIDGE,308227,85285,Devon County Council
AILSA BROOK CULVERT,296466,112763,Devon County Council
BLUNDELLS ROAD FOOTBRIDGE,296447,112781,Devon County Council
RIVER LOWMAN BRIDGE,296530,112944,Devon County Council
RIVER LOWMAN FOOTBRIDGE,296551,112938,Devon County Council
LOWER MOOR CULVERT,296763,113271,Devon County Council
HOLE BRIDGE CULVERT,281093,78627,Devon County Council
HOLE BRIDGE,281094,78581,Devon County Council
ASHBURTON ROAD BRIDGE,281189,77575,Devon County Council
PARSONS BROOK CULVERT,269247,47288,Devon County Council
AVETON GIFFORD SUBWAY,269238,47297,Devon County Council
ROUNDSWELL CYCLE UNDERPASS,253952,132065,Devon County Council
SAINSBURYS SUBWAY,253966,131870,Devon County Council
AXMOUTH (NEW) BRIDGE,325297,90004,Devon County Council
NETHERCOTT BARTON F.B.,255936,106232,Devon County Council
SALTMER CLOSE CULVERT,251219,145911,Devon County Council
GOODIFORD FORD AND FOOTBRIDGE,305615,108440,Devon County Council
MATFORD LANDROVER CULVERT,292519,89786,Devon County Council
OSPREY ROAD CULVERT,296767,92514,Devon County Council
MILL HOUSE FARM ARCH,330983,105610,Devon County Council
PLYFORD BRIDGE,314139,94659,Devon County Council
NUTTABERRY UNDERPASS,245568,125735,Devon County Council
LANDCROSS VIADUCT,246223,124671,Devon County Council
PILLMOUTH FARM,246233,124398,Devon County Council
LOWER HEALE UNDERPASS,245937,123842,Devon County Council
RIDD UNDERPASS,246307,122427,Devon County Council
YEO UNDERPASS,247106,121859,Devon County Council
CANAL BRIDGE,247502,120997,Devon County Council
MILL LEAT,247470,120872,Devon County Council
BEAM OVERBRIDGE,247472,120678,Devon County Council
BEAM WEIR BRIDGE,247486,120629,Devon County Council
KNACKERS HILL BRIDGE,247685,120268,Devon County Council
STAPLE VALE OVERBRIDGE,247872,119982,Devon County Council
TORRINGTON STATION CULVERT,247984,119806,Devon County Council
ROLLE ROAD (WORKHOUSE),248067,119629,Devon County Council
TORRINGTON VIADUCT,248056,119539,Devon County Council
PRIESTACOTT CULVERT,246910,117787,Devon County Council
WATERGATE CULVERT,246842,117505,Devon County Council
WATERGATE CULVERT ACCOM.BRD,246831,117503,Devon County Council
STOWFORD MOOR UNDERPASS,248169,114957,Devon County Council
YARDE ACCOMODATION BRIDGE,249390,114447,Devon County Council
YARDE ARCH,249385,114426,Devon County Council
COLEHOUSE ARCH,250314,113630,Devon County Council
DUNSBEAR CULVERT,250424,113228,Devon County Council
LITTLE MERE RIVER,252974,109853,Devon County Council
TAPE LANE FORD FOOTBRIDGE,313818,100769,Devon County Council
WHITEHALL ARCH,327094,101607,Devon County Council
WHITEHALL SLAB,327033,101598,Devon County Council
DEVON MOTEL CULVERT,292875,89239,Devon County Council
TEIGNBRIDGE CROSSNG DBLE ARCH,285580,73236,Devon County Council
TEIGNBRIDGE CROSSING BDY ARCH,285573,73202,Devon County Council
TEIGNBRIDGE NORTH ARCH,285561,73134,Devon County Council
TEIGNBRIDGE SOUTH ARCH,285553,73091,Devon County Council
TEIGNBRIDGE POND ARCH,285549,73069,Devon County Council
TEIGNBRIDGE GATE ARCH,285546,73036,Devon County Council
SHOALS CULVERT,329220,97373,Devon County Council
WOODBURY SALTERTON ARCH,301251,89156,Devon County Council
BOWD RAILWAY,310702,90074,Devon County Council
NEW PINN LANE CULVERT,296375,93977,Devon County Council
GRASSLANDS DRIVE CULVERT,296537,93963,Devon County Council
MARDLE WAY BRIDGE,273902,66175,Devon County Council
ROTH MILL ROAD BRIDGE,256341,133977,Devon County Council
ASHCOMBE CROSS BRIDGE,290202,79454,Devon County Council
HAWTHORN ROAD TUBE,248321,72892,Devon County Council
HAWTHORN ROAD TWIN TUBES,248319,72888,Devon County Council
MULBERRY GROVE,248376,72870,Devon County Council
OAK ROAD BOX CULVERT,248510,72797,Devon County Council
OAK ROAD TUBE,248509,72801,Devon County Council
SYCAMORE AVENUE F.B.,248434,72835,Devon County Council
GLANVILLE LAYBY,248126,72980,Devon County Council
FURZEHILL FOOTBRIDGE,252904,104560,Devon County Council
SPURWAY WOOD FOOTBRIDGE,289437,121158,Devon County Council
WRIXHILL BRIDGE,246532,89889,Devon County Council
WESTEXE RIVER BRIDGE,295341,112250,Devon County Council
ST. ANDREW STREET FOOTBRIDGE,295436,112270,Devon County Council
LOWMAN DIVERSION BRIDGE,295626,112314,Devon County Council
TUMBLING FIELD BRIDGE,295537,112210,Devon County Council
ANDERTON COURT CULVERT,249076,72525,Devon County Council
ANDERTON COURT LOWER,249033,72528,Devon County Council
STANNARY BRIDGE,248621,74585,Devon County Council
BLACKBROOK CLOSE,253369,69687,Devon County Council
LITTLE HORRABRIDGE FOOTBRIDGE,251415,69585,Devon County Council
EDMONTON CLOSE CULVERT,294091,93969,Devon County Council
MEADOW DRIVE,308498,89780,Devon County Council
OAKLEA BRIDGE,315850,100633,Devon County Council
CLIFF ROAD,273701,38486,Devon County Council
BUCKLAND FOOTBRIDGE,287303,71272,Devon County Council
EASTACOMBE CULVERT,253570,129980,Devon County Council
HELE LEAT OUTLET,299376,102424,Unknown
BICKLEIGH RAILWAY/ LEAT BRIDGE,293812,107460,Devon County Council
BATTISHORNE WAY CULVERT,316057,99332,Devon County Council
OLD ELM ROAD CULVERT,314853,99562,Devon County Council
STOUT FARM ARCH,316384,98312,Devon County Council
MARJORIE KELLY BRIDGE,263449,55945,Devon County Council
MILL LEAT CULVERT,263401,55971,Devon County Council
ROUNDABOUT BRIDGE,254026,104130,Devon County Council
RIVER LEW BRIDGE,253872,104299,Devon County Council
CATTLE CREEP,253835,104801,Devon County Council
FLOOD CULVERT,253995,104134,Devon County Council
FARM ACCESS BRIDGE,254108,104015,Devon County Council
WATERS FORD FOOTBRIDGE,292648,102065,Devon County Council
VENTON MANOR ARCH,275190,60462,Devon County Council
MILLHAYES FLOOD SPAN,313840,113828,Devon County Council
DALWOOD,324902,100544,Devon County Council
LITTLE KIDLAND FORD & FOOTBRIDGE,281198,123252,Devon County Council
YOULDON WAY SLAB,251395,69432,Devon County Council
DINAN WAY,302319,82354,Devon County Council
HAM COTTAGE FOOTBRIDGE,324541,101338,Devon County Council
PAYHEMBURY FOOTBRIDGE,307662,102094,Devon County Council
BEER LANE FOOTBRIDGE,272615,103911,Devon County Council
BEARDOWN FARM BRIDGE,260310,75308,Unknown
OLD MANATON ROAD ARCH,277252,80281,Devon County Council
ASH FOOTBRIDGE,275260,148794,Devon County Council
PITT CLEAVE BOX CULVERT,249813,76185,Devon County Council
WHEAL BETSY ARCH,250994,81114,Unknown
WHITESTONE FOOTBRIDGE,250829,78551,Devon County Council
SHEARFORD LANE FOOTBRIDGE,255870,134864,Devon County Council
EDGELAKE FLOOD ARCH,277376,113421,Devon County Council
BAILEYS FORD F.B.,265118,103307,Devon County Council
MILL COTTAGES FOOTBRIDGE,258962,94996,Unknown
SOUTH LODGE FOOTBRIDGE,258668,95399,Devon County Council
MAGISTRATES COURT FOOTBRIDGE,258748,95484,Devon County Council
BROOKLANDS FARM CULVERT,327225,97912,Devon County Council
GORE LANE ARCH,327111,97920,Devon County Council
STRAWBERRY WATER FB,221694,118507,Devon County Council
QUENTANCE FARM EAST FOOTBRIDGE,303865,81952,Devon County Council
QUENTANCE FARM WEST FOOTBRIDGE,303579,81835,Devon County Council
BURRATOR CYCLEWAY BRIDGE,255027,68994,Devon County Council
BROOK FARM ARCH,279757,54688,Devon County Council
BLACKTHORN AVENUE FOOTBRIDGE,296578,113892,Devon County Council
JASMINE CLOSE FOOTBRIDGE,296662,113786,Devon County Council
MELDON VIADUCT,256468,92343,Devon County Council
LARKSTONE LANE F/B,252701,147503,Devon County Council
BEARSCOMBE CULVERT,268745,53645,Devon County Council
LILLY BRIDGE,283993,105093,Devon County Council
SILVERTON ROAD CULVERT,292932,89737,Devon County Council
KEVICS FOOTBRIDGE,279830,61083,Devon County Council
EXE ISLAND SUBWAYS OVERSLAB,291530,92188,Devon County Council
WILDER BROOK CULVERT,251504,147596,Devon County Council
EFFORD HOUSE ARCH,289016,101100,Devon County Council
WOOLHANGER,270154,145520,Devon County Council
EDGEWORTHY ARMCO,284445,113738,Devon County Council
COOMBE HALL FOOTBRIDGE,276543,91326,Devon County Council
CLYST HONITON FLOOD RELIEF,298575,93546,Devon County Council
SYDENHAM RAILWAY,242944,83917,Unknown
MARSH BARTON LANE FOOTBRIDGE,289485,97580,Devon County Council
ALPHINGTON FLOOD SPAN,291783,90270,Devon County Council
VELATOR RAIL / RIVER,248758,135681,Devon County Council
VELATOR RAILWAY UNDERPASS,248824,135583,Devon County Council
HART MANOR UNDERPASS,249016,135369,Devon County Council
HEANTON PUNCHARDON ARCH,250881,134843,Devon County Council
HEANTON COURT SLIPWAY,251378,134915,Devon County Council
LIMEKILN ARCH,252208,134935,Devon County Council
STRAND HOUSE,252537,134823,Devon County Council
BRADIFORD RIVER,253767,133952,Devon County Council
ANCHORWOOD BANK UNDERPASS,254845,132807,Devon County Council
WHEAL LOPES LEAT AQUEDUCT,253002,64007,Unknown
WHEAL LOPES LEAT,252943,64477,Unknown
RIVERFORD VIADUCT FOOTBRIDGE,251940,60542,Devon County Council
NEWBERRY ROAD CULVERT,257459,147162,Devon County Council
IRON BRIDGE VAULTS,291717,92734,Devon County Council
LOWER NORTH STREET VAULTS,291669,92780,Devon County Council
COLLINS ROAD FOOTBRIDGE,293304,94616,Devon County Council
STOKE MEADOW CLOSE FOOTBRIDGE,293291,94674,Devon County Council
MEADOW DRIVE CULVERT,308514,89849,Devon County Council
HIGHER WOOLBROOK ROAD CULVERT,311672,89495,Devon County Council
POLSLOE PRIORY BRIDGE (Unused),294179,93838,Devon County Council
RIVER YEO CYCLE & FOOTBRIDGE,255318,133353,Devon County Council
CLAPPER LANE BOX,316222,101254,Devon County Council
MONKSMEAD SWINGBRIDGE,247348,73504,Devon County Council
ALMA FOOTBRIDGE,312899,87333,Devon County Council
AVERCOMBE MILL FB,276139,123121,Devon County Council
BOVISAND FOOTBRIDGE,248847,50747,Devon County Council
COLLEGE WAY ARCHES,287828,51714,Unknown
CANAL FOOTBRIDGE,247941,74145,Devon County Council
OKEMENT FOOTBRIDGE,258805,95381,Devon County Council
HOLSWORTHY CPS FOOTBRIDGE,234302,104144,Devon County Council
WASHABROOK CULVERT,274117,44364,Devon County Council
KNIGHTON HEATH FOOTBRIDGE,284408,77386,Devon County Council
LOWER MINCOMBE FB,315765,94021,Devon County Council
LOWER MOLLANDS WOOD,269865,133401,Devon County Council
ROCKFORD,275687,147687,Devon County Council
TIPTON ROLLER MILLS FOOTBRIDGE,309188,92375,Devon County Council
TAVISTOCK SUBWAY,247595,73859,Devon County Council
GLEN FARM,316910,100176,Devon County Council
BORESTON,277425,53415,Devon County Council
SAMPFORD RAILWAY,304623,114091,Devon County Council
LOWER HORSLETT,233268,97286,Devon County Council
WIFFORD PIGGERY,282019,77078,Devon County Council
SPRATFORD STREAM CULVERT,304544,114157,Devon County Council
SELLAKE ACCOMMODATION,300236,114282,Devon County Council
RIVER LOMAN,297609,113560,Devon County Council
LOWMAN FLOOD RELIEF,297389,113618,Devon County Council
RIVER EXE VIADUCT,294969,113759,Devon County Council
RIVER SWINE CULVERT,294332,113954,Devon County Council
WILLICROFT FARM ACCOMMODATION,287618,117904,Devon County Council
RIVER STURCOMBE VIADUCT,284221,121457,Devon County Council
WEST KIMMINGS ACCESS TRACK,279958,122995,Devon County Council
CROOKED OAK CULVERT,279288,123338,Devon County Council
LOWER WEBBERY ACCESS OVERBRIDGE,277569,124139,Devon County Council
NEWTOWN CULVERT (A),276276,125292,Devon County Council
NEWTOWN CULVERT (B),276222,125367,Devon County Council
RIVER YEO VIADUCT,274706,125589,Devon County Council
JOHNSTONE LANE OVERBRIDGE,273750,126110,Devon County Council
RIVER MOLE VIADUCT,272220,127000,Devon County Council
MILL STREAM CULVERT,272094,127022,Devon County Council
RIVER BRAY VIADUCT,268513,129367,Devon County Council
TILERY COTTAGE U/B,267169,129366,Devon County Council
MAY'S LEARY U/B,266315,129470,Devon County Council
RIVER LANDKEY VIADUCT,262881,130108,Devon County Council
RUMSAM (RIVER TAW),256183,131445,Devon County Council
EXETER - BARNSTAPLE RAILWAY,256009,131441,Devon County Council
EASTLEIGH MANOR FARM CATTLE CREEP,248865,128405,Devon County Council
LITTLE SOUTHCOTT FARM UNDERPASS,246610,128011,Devon County Council
TORRIDGE BRIDGE,245839,127891,Devon County Council
KENWITH VIADUCT,243435,127240,Devon County Council
HONEYCLIFF WOODS BOX,280088,122844,Devon County Council
LITTLE HILL BROOK BOX CULVERT,278098,123823,Devon County Council
MOUNT BOONE,287415,51562,Devon County Council
MILLERS CROSSING,291400,92597,Devon County Council
GUNSTONE,280576,98488,Devon County Council
HALBERTON TOWPATH BRIDGE,299802,113149,Devon County Council
PIXIE'S PARLOUR,309542,94777,Devon County Council
LUKES FARM,274765,45267,Devon County Council
BRADAVIN CULVERT,247865,128163,Devon County Council
TREYHILL CULVERT,248967,128450,Devon County Council
TAW BRIDGE,255046,133194,Devon County Council
TARKA TRAIL UNDERPASS (CH 1715),255246,132832,Devon County Council
TARKA TRAIL UNDERPASS (CH 510),255395,132757,Devon County Council
STATION VIADUCT,255403,132607,Devon County Council
LAKE CULVERT,255838,131621,Devon County Council
GUNNACOTT FB,234137,98405,Devon County Council
MILL LEAT 2,261816,143194,Devon County Council
FLOOD RELIEF BRIDGE,291326,92600,Devon County Council
STOCKLAND CHURCH ENTRANCE,324472,104545,Devon County Council
RIVERSIDE,293403,107834,Devon County Council
HEALAND,276460,110031,Devon County Council
WOOLEIGH BROOK,255130,116714,Devon County Council
FRANCE,232969,100322,Devon County Council
SALTERNS STREAM,246292,126892,Devon County Council
SHUTTERTON BOX,297592,78913,Devon County Council
LOWER HALL,270008,134762,Devon County Council
BLAGATON FB,241522,97747,Devon County Council
ST SAVIOURS FOOTBRIDGE,309400,94965,Devon County Council
BRADIFORD BOX CULVERT,255037,134377,Devon County Council
STOVER AERIAL WALKWAY,283598,75018,Devon County Council
STOVER PARK LAKE BRIDGE 1,283274,75206,Devon County Council
ELLERHAYES FLOOD,297577,101190,Devon County Council
STOKE ROAD CULVERT,293310,96645,Devon County Council
STOVER PARK LAKE BRIDGE 2,283644,75145,Devon County Council
BROOK LODGE BOX,281344,78172,Devon County Council
KNIGHTS MEAD,284547,77254,Devon County Council
WESTCOTT CANAL BRIDGE,305588,115837,Devon County Council
SAMPFORD COURTNEY FOOTBRIDGE,263363,100888,Devon County Council
CROWNDALE,247763,73151,Devon County Council
SELLAKE STREAM 1,300548,114277,Devon County Council
SELLAKE STREAM 2,299915,114256,Devon County Council
PAULLET HILL CULVERT,302607,114783,Devon County Council
COOMBE STREAM CULVERT,261616,130695,Devon County Council
MAYS LEARY CULVERT,266406,129469,Devon County Council
BOLHAM ROUNDABOUT CULVERT,295150,113824,Devon County Council
GOLF COURSE UNDERPASS,295712,89919,Devon County Council
CATHEDRAL CLOSE CELLARS,292285,92522,Unknown
RIVER LEMON BRIDGE,285557,71180,Devon County Council
COOMBE CYCLEBRIDGE,254120,52305,Devon County Council
GREAT HALDON BRIDGE,291084,83267,Devon County Council
BAKER BRIDGE,296283,91150,Devon County Council
PYTTE FORD FOOTBRIDGE,298456,89255,Devon County Council
MILLHAYES FOOTBRIDGE,313856,113935,Devon County Council
EXETER RUNWAY BRIDGE,299140,93435,Devon County Council
BATTISHORNE EAST FB,315347,99886,Devon County Council
LAVIS,253786,90443,Devon County Council
MELDON FARM,256278,92251,Devon County Council
YOULDITCH,255366,92045,Devon County Council
PREWLEY FARM,254521,91420,Devon County Council
EAST TOR,253435,89964,Devon County Council
WOODMANS,253335,89744,Devon County Council
COOMBE FARM,253252,88510,Devon County Council
SOUTHERLY CULVERT,252750,87877,Devon County Council
FENWORTHY DOWN CULVERT,251947,86233,Devon County Council
BATTISHILL DOWN CULVERT,251794,85680,Devon County Council
PILTON PARK FOOTBRIDGE,255627,133652,Devon County Council
UPCOTT HILL,258476,95741,Devon County Council
PADBROOK TWIN BOX,301902,106408,Devon County Council
LOWER BECKETT FB,240759,96907,Devon County Council
WHETSTONE FOOTBRIDGE,265860,104864,Devon County Council
EASTON COPSE FB,273837,106488,Devon County Council
FIVE LANES SUBWAY,287172,63051,Devon County Council
COURTLANDS,299530,82929,Devon County Council
COURTLANDS BOARDWALK,299515,83006,Devon County Council
LYMPSTONE STATION RAMP,298872,84234,Devon County Council
BELVEDERE BRIDGE,298775,84411,Devon County Council
NUTWELL BOARDWALK 2,298685,84625,Devon County Council
NUTWELL BOARDWALK 1,298620,85004,Devon County Council
HOME FARM,298553,85148,Devon County Council
HAMPSTEAD LANE,297658,87327,Devon County Council
RIVER CLYST,297527,87649,Devon County Council
KNOWLE FOOTBRIDGE,249144,138534,Devon County Council
ANDERTON MINE,248891,72201,Devon County Council
THORNDON CROSS BRIDLEWAY,253006,94352,Devon County Council
YEO FARM CULVERT,265261,102810,Devon County Council
LOWER KNAPP FARM,315676,94845,Devon County Council
CAEN INDUSTRIAL LINK,248640,135901,Devon County Council
CAEN INDUSTRIAL CULVERT,248621,135918,Devon County Council
MILL LEAT SLAB,259213,94887,Devon County Council
HERMITAGE ROAD CULVERT,251506,147460,Devon County Council
CHURCH STREET CULVERT,251525,147338,Devon County Council
PARK COURT CULVERT,251677,146705,Devon County Council
RODNEY STEPS,301910,79620,Devon County Council
LANGLANDS FOOTBRIDGE,309248,111594,Devon County Council
KISMELDON,235702,116935,Devon County Council
NORTH FURZEHILL,272361,145017,Devon County Council
CRICKLEPIT STREET BRIDGE.,291915,92166,Devon County Council
"CASTLE COVE FOOTBRIDGE, DARTMOUTH.",288643,50245,Devon County Council
DAWLISH SEAWALL FOOTBRIDGE.,296370,76614,Unknown
THURLESTONE SANDS F/B,267768,41753,Devon County Council
MEDLAND BW BRIDGE,254805,101328,Unknown
CHERISTOW BRIDGE,224812,124776,Unknown
WOOD BARTON B.W. BRIDGE 2.,259106,105695,Unknown
COLOMBELLES,251177,132113,Devon County Council
GRENOFEN TUNNEL,249374,71503,Devon County Council
FOOTBRIDGE UNDER ERME VIADUCT,263594,56910,Devon County Council
PAINSFORD CROSS,279839,56845,Devon County Council
BLACKPOOL FOOTBRIDGE,285259,47891,Devon County Council
STRETE FOOTBRIDGE,284316,47041,Devon County Council
PRIORY LODGE,294149,93917,Devon County Council
ESCOT CHURCH FOOTBRIDGE,308679,97407,Devon County Council
TEWS LANE FOOTBRIDGE,253084,132296,Devon County Council
LYMPSTONE NURSERY,299378,84096,Devon County Council
WHITELEIGH MEADOW BOARDWALK,241790,102875,Devon County Council
LEY MEADOW FOOTBRIDGE,253334,132167,Devon County Council
POTTERSWELL FOOTBRIDGE,253525,132127,Devon County Council
PARKERS HOLLOW FOOTBRIDGE,253715,132131,Devon County Council
BRYNSWORTHY CYCLEWAY,253822,132094,Devon County Council
MULBERRY CYCLEWAY,253917,132064,Devon County Council
HORNBEAM HOLLOW CYCLEWAY,254041,132015,Devon County Council
MAPLE GROVE BRIDGE,254128,132068,Devon County Council
ALDER GLADE CYCLEWAY BRIDGE,254166,132070,Devon County Council
RUNNON MOOR CATTLE CREEP,252509,103852,Devon County Council
FAIRACRE BUS BRIDGE,257532,132251,Devon County Council
POLLARDS CYCLE BRIDGE,257463,132265,Devon County Council
ST.JOHNS CYCLE BRIDGE,257156,132409,Devon County Council
TOWN WALK,256722,132542,Devon County Council
POTTERSWELL CYCLE BRIDGE.,253448,132122,Devon County Council
MIDDLE COMBE,253441,132056,Devon County Council
WESTER MOOR,253433,131971,Devon County Council
LOWER WESTLAKE CYCLE BRIDGE,253445,131801,Devon County Council
HEATHCOTE FOOTBRIDGE,296837,113462,Devon County Council
MARCHWEEKE,279700,111140,Devon County Council
WOODBRIDGE FOOTBRIDGE,319150,95250,Devon County Council
EXTON STATION BOARDWALK & CYCLE BRIDGE,298085,86275,Devon County Council
WITHYCOMBE VILLAGE ROAD CULVERT,300933,81937,Devon County Council
HACKNEY FOOTBRIDGE,287230,72393,Devon County Council
HIGHER COMBE WOOD SOUTH,278333,82371,Devon County Council
HIGHER COMBE WOOD NORTH,277910,82669,Devon County Council
STEWARD BRIDGE,276586,85192,Devon County Council
BUDLEIGH BRIDGE,276069,85603,Devon County Council
BROOK MEADOW,275664,85583,Devon County Council
"MILL LEAT, TOTNES",280118,61146,Unknown
FISHERS MILL CYCLEWAY,297070,88200,Devon County Council
CLEAVE BRIDGE,258276,128288,Devon County Council
ASHMILL BRIDGE,249266,71793,Devon County Council
SALCOMBE MOUTH FB,314651,87875,Devon County Council
HONEY LANE FOOTBRIDGE,301600,89426,Devon County Council
VENTIFORD BOX,284790,74648,Devon County Council
DIGBY FOOTBRIDGE,295605,90858,Devon County Council
TOWN QUAY,286951,71627,Devon County Council
MILL LEAT CULVERT,302427,107872,Devon County Council
OVERFLOW CULVERT 1,302410,107763,Devon County Council
OVERFLOW CULVERT 2,302437,107757,Devon County Council
MILLSTREAM FOOTBRIDGE 2,287140,79341,Devon County Council
MILLSTREAM FOOTBRIDGE 1,287248,79504,Devon County Council
STOVER PARK FOOTBRIDGE,284005,75215,Devon County Council
WATERHEAD CREEK STEPS,288814,51546,Devon County Council
BABBAGE COURT,280262,61003,Devon County Council
HIGHER GRENOFEN,249445,71036,Devon County Council
CHERRICOMBE BRIDLEWAY,286234,124602,Unknown
CROWNDALE CATTLE CREEP,247044,73439,Devon County Council
SHILLAMILL TUNNEL,246365,70896,Devon County Council
DOWNES HOME FARM ACCOMMODATION,284515,99958,Devon County Council
HOLTWOOD DRIVE,262222,56358,Devon County Council
COLERIDGE BRIDGE,309356,95404,Devon County Council
HARWOOD,250786,69745,Devon County Council
GEM BRIDGE,249510,70509,Devon County Council
AERIAL WALKWAY,249401,70641,Devon County Council
HOLCOMBE STEPS,295789,75604,Unknown
MILL BAY COVE STEPS,289234,50459,Unknown
OXHAM HALL FOOTBRIDGE,273586,121002,Devon County Council
PARSONAGE LANE CULVERT,267681,55444,Devon County Council
PRUSTON BARTON CULVERT,281168,50210,Devon County Council
GOOSEMOOR BOARDWALK,297328,87836,Devon County Council
RACECOURSE FOOTBRIDGE,287308,72160,Devon County Council
HATHERLEIGH VIADUCT,253529,106038,Devon County Council
WILFORD RAIL CULVERT,279894,79740,Devon County Council
WEYCROFT MILL CYCLE,330634,99871,Devon County Council
SALTMER CLOSE FOOT,251315,146000,Devon County Council
PENN INN FLYOVER,287146,70643,Devon County Council
ALLER TUNNEL,287543,69147,Devon County Council
ALLER BRIDGE,287562,69022,Devon County Council
ALLER CROSS BRIDGE,287428,68862,Devon County Council
MADDACOMBE ROAD,287330,67726,Devon County Council
YON STREET,287677,67314,Devon County Council
ALLER CULVERT,287486,69035,Devon County Council
DACCABRIDGE CHANNEL FOOTBRIDGE,287857,67594,Devon County Council
GOURDERS CULVERT,288018,66913,Devon County Council
KERSWELL CULVERT,288134,66867,Devon County Council
WELLPARKS ATTENUATION CHAMBER,284544,99595,Devon County Council
GANDERS CULVERT,288313,66710,Devon County Council
ODICKNOLL CULVERT,288452,66567,Devon County Council
EDGINSWELL GASS MAIN,288488,66535,Devon County Council
GREENHILL CULVERT,287541,67464,Devon County Council
HIGHER CADHAM FB,258844,102621,Unknown
COUNTESS WEAR RLY FOOTBRIDGE,293878,89184,Devon County Council
GIBBONHOLE,308343,85315,Devon County Council
COUNTESS WEAR FOOTBRIDGE,294220,89605,Devon County Council
STOVER CANAL 1,285394,73743,Devon County Council
STOVER CANAL 3,284889,74531,Devon County Council
STOVER CANAL 4,284863,74667,Devon County Council
ROUNDSWELL FOOTBRIDGE,253996,131320,Devon County Council
SWINCOMBE FOOTBRIDGE,264175,72508,Devon County Council
HALBERTON AQUEDUCT,299708,112210,Devon County Council
TARLS ARCH,287553,104178,Devon County Council
KNOWLE WATER ARCH,248673,135711,Unknown
ROCKHAM BAY STEPS,245906,146094,Devon County Council
RIVERSIDE COTTAGE FOOTBRIDGE,315198,108778,Devon County Council
INNER TUBE,255872,133643,Devon County Council
JUBILEE STREET,269323,47659,Unknown
PARSONS BROOK FOOTBRIDGE,269284,47512,Unknown
LARKBEARE,292235,91888,Devon County Council
TEMPLE,292395,92120,Devon County Council
MAGDALEN,292482,92333,Devon County Council
ESPLANADE,312290,87111,Devon County Council
PULWORTHY BROOK,251587,103682,Unknown
CROYDE BURROWS FOOTBRIDGE,243744,139247,Devon County Council
COMYN,253404,146688,Devon County Council
BAWDEN'S CORNER,244222,72804,Devon County Council
COURTLANDS RAMP,299536,82910,Devon County Council
WASHFORD PYNE,281613,111720,Devon County Council
WITHLEIGH MILL,289854,112133,Unknown
ANGEL TERRACE,295394,112533,Unknown
MILLBROOK CULVERT,329939,99250,Devon County Council
OAKHAY BARTON RLY (C),293137,98220,Unknown
WAYSIDE,257993,147177,Unknown
VENNS FARM,297906,92775,Unknown
GUBBS WOOD,264290,131541,Unknown
WINNEFORD LANE FOOTBRIDGE,314328,100573,Devon County Council
MARSH QUARRIES,261209,130100,Unknown
CLEAVE CULVERT,274546,53373,Unknown
WISHFORD BOARDWALK,299054,95332,Devon County Council
PEEKHILL,254920,69598,Devon County Council
LANDCROSS TUNNEL,245830,123559,Devon County Council
BROOM,332585,102477,Dorset County Council
DRAKES GARDENS MINE SHAFT CAPPING,248083,73501,Devon County Council
BROOM LANE ARCH,332564,102495,Unknown
BLACKWATER BORDER,335904,100963,Dorset County Council
GASHAY BORDER,337336,100811,Dorset County Council
MOUTH MILL,229853,126470,Devon County Council
A3125 BAT TUNNEL,255191,132665,Devon County Council
BROOKS SPRING,278102,62808,Devon County Council
WILFORD RAIL BRIDGE,279895,79726,Devon County Council
POWDERHAM BRIDGE,297175,84720,Devon County Council
MODBURY FP1,265712,51238,Unknown
STATION PEDESTRIAN RAMP,294149,73082,Devon County Council
BOYTON,232839,92251,Cornwall County Council
BUSES MILL,228086,113409,Cornwall County Council
DEER,231946,97382,Cornwall County Council
GOOSEHAM MILL,223168,117175,Cornwall County Council
HORSEBRIDGE,240002,74874,Cornwall County Council
NETHER,234852,86732,Cornwall County Council
NETHER HIGHER NEW,234886,86686,Cornwall County Council
NEW BRIDGE FLEE,229180,111396,Cornwall County Council
POLSON,235559,84912,Cornwall County Council
YOULSTONE,226969,115589,Cornwall County Council
YOULSTONE HAM(KNAPPS),227685,114732,Cornwall County Council
SECMATON LANE,296572,78540,Devon County Council
STAFFORD BROOK BRIDGE,325034,91910,Devon County Council
THIRD AVENUE,293185,73473,Unknown
GORREL FARM BRIDGE,232179,119116,Unknown
LAKE FB,253368,88872,Unknown
MOORHAYES UPPER FB,296055,114009,Unknown
MOORHAYES MID FB,296015,113956,Unknown
MOORHAYES LOWER FB,295965,113911,Unknown
NORTHCOMBE,245823,95514,Unknown
EAST REDFORD RAILWAY,273020,44473,Unknown
POLLY STEPS FOOTBRIDGE,293279,72952,Unknown
TOAD ISLAND IRISH FORD FOOTBRIDGE,256256,97274,Devon County Council
COLE HILL FARM IRISH FORD FOOTBRIDGE,317292,106543,Devon County Council
DOLISH FARM IRISH FORD FOOTBRIDGE,317221,106340,Devon County Council
THE MILL IRISH FORD FOOTBRIDGE,317052,105244,Devon County Council
